-5.38748 -5.38748 8.37429e-42
-5.38748 -4.60368 1.10945e-38
-5.38748 -3.94476 1.98725e-36
-5.38748 -3.34785 1.11266e-34
-5.38748 -2.78881 2.69776e-33
-5.38748 -2.25497 3.35082e-32
-5.38748 -1.73854 2.3531e-31
-5.38748 -1.23408 9.93584e-31
-5.38748 -0.737474 2.62248e-30
-5.38748 -0.245341 4.42829e-30
-5.38748 0.245341 4.8372e-30
-5.38748 0.737474 3.4199e-30
-5.38748 1.23408 1.54934e-30
-5.38748 1.73854 4.40001e-31
-5.38748 2.25497 7.54583e-32
-5.38748 2.78881 7.36244e-33
-5.38748 3.34785 3.71353e-34
-5.38748 3.94476 8.22245e-36
-5.38748 4.60368 5.81934e-38
-5.38748 5.38748 5.82451e-41

-4.60368 -5.38748 1.77772e-35
-4.60368 -4.60368 2.35517e-32
-4.60368 -3.94476 4.2186e-30
-4.60368 -3.34785 2.362e-28
-4.60368 -2.78881 5.72689e-27
-4.60368 -2.25497 7.11323e-26
-4.60368 -1.73854 4.99523e-25
-4.60368 -1.23408 2.10921e-24
-4.60368 -0.737474 5.56709e-24
-4.60368 -0.245341 9.40051e-24
-4.60368 0.245341 1.02686e-23
-4.60368 0.737474 7.25987e-24
-4.60368 1.23408 3.289e-24
-4.60368 1.73854 9.34048e-25
-4.60368 2.25497 1.60185e-25
-4.60368 2.78881 1.56292e-26
-4.60368 3.34785 7.88321e-28
-4.60368 3.94476 1.74549e-29
-4.60368 4.60368 1.23535e-31
-4.60368 5.38748 1.23644e-34

-3.94476 -5.38748 8.90125e-31
-3.94476 -4.60368 1.17926e-27
-3.94476 -3.94476 2.1123e-25
-3.94476 -3.34785 1.18268e-23
-3.94476 -2.78881 2.86752e-22
-3.94476 -2.25497 3.56167e-21
-3.94476 -1.73854 2.50117e-20
-3.94476 -1.23408 1.05611e-19
-3.94476 -0.737474 2.7875e-19
-3.94476 -0.245341 4.70694e-19
-3.94476 0.245341 5.14158e-19
-3.94476 0.737474 3.6351e-19
-3.94476 1.23408 1.64684e-19
-3.94476 1.73854 4.67688e-20
-3.94476 2.25497 8.02066e-21
-3.94476 2.78881 7.82573e-22
-3.94476 3.34785 3.94721e-23
-3.94476 3.94476 8.73985e-25
-3.94476 4.60368 6.18553e-27
-3.94476 5.38748 6.19102e-30

-3.34785 -5.38748 5.22929e-27
-3.34785 -4.60368 6.92789e-24
-3.34785 -3.94476 1.24093e-21
-3.34785 -3.34785 6.94797e-20
-3.34785 -2.78881 1.6846e-18
-3.34785 -2.25497 2.0924e-17
-3.34785 -1.73854 1.46938e-16
-3.34785 -1.23408 6.20439e-16
-3.34785 -0.737474 1.6376e-15
-3.34785 -0.245341 2.76522e-15
-3.34785 0.245341 3.02057e-15
-3.34785 0.737474 2.13554e-15
-3.34785 1.23408 9.6748e-16
-3.34785 1.73854 2.74757e-16
-3.34785 2.25497 4.71196e-17
-3.34785 2.78881 4.59744e-18
-3.34785 3.34785 2.3189e-19
-3.34785 3.94476 5.13447e-21
-3.34785 4.60368 3.63386e-23
-3.34785 5.38748 3.63709e-26

-2.78881 -5.38748 6.72028e-24
-2.78881 -4.60368 8.90321e-21
-2.78881 -3.94476 1.59475e-18
-2.78881 -3.34785 8.92901e-17
-2.78881 -2.78881 2.16493e-15
-2.78881 -2.25497 2.689e-14
-2.78881 -1.73854 1.88834e-13
-2.78881 -1.23408 7.97342e-13
-2.78881 -0.737474 2.10452e-12
-2.78881 -0.245341 3.55366e-12
-2.78881 0.245341 3.8818e-12
-2.78881 0.737474 2.74444e-12
-2.78881 1.23408 1.24333e-12
-2.78881 1.73854 3.53096e-13
-2.78881 2.25497 6.05546e-14
-2.78881 2.78881 5.90829e-15
-2.78881 3.34785 2.98007e-16
-2.78881 3.94476 6.59843e-18
-2.78881 4.60368 4.66997e-20
-2.78881 5.38748 4.67411e-23

-2.25497 -5.38748 2.60639e-21
-2.25497 -4.60368 3.45302e-18
-2.25497 -3.94476 6.18508e-16
-2.25497 -3.34785 3.46303e-14
-2.25497 -2.78881 8.39645e-13
-2.25497 -2.25497 1.0429e-11
-2.25497 -1.73854 7.32373e-11
-2.25497 -1.23408 3.09241e-10
-2.25497 -0.737474 8.16215e-10
-2.25497 -0.245341 1.37825e-09
-2.25497 0.245341 1.50552e-09
-2.25497 0.737474 1.0644e-09
-2.25497 1.23408 4.82214e-10
-2.25497 1.73854 1.36945e-10
-2.25497 2.25497 2.34855e-11
-2.25497 2.78881 2.29147e-12
-2.25497 3.34785 1.15579e-13
-2.25497 3.94476 2.55914e-15
-2.25497 4.60368 1.8112e-17
-2.25497 5.38748 1.81281e-20

-1.73854 -5.38748 3.68975e-19
-1.73854 -4.60368 4.88828e-16
-1.73854 -3.94476 8.75594e-14
-1.73854 -3.34785 4.90245e-12
